category,file,line,text
must,Views\Dialogs\MeasurementDetailDialog.xaml,882,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""躯干倾斜平均角度"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,889,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""躯干倾斜最大角度"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,896,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""躯干倾斜最小角度"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,903,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""躯干倾斜活动范围"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,910,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""骨盆倾斜角"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,928,"<TextBlock Style=""{StaticResource SectionHeaderTextStyle}"" Text=""对称性分析"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,933,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""左右步长差"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,940,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""左右步长差百分比"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,947,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""膝关节 ROM 差"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,954,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""髋关节 ROM 差"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,961,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""踝关节 ROM 差"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,968,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""综合对称性评分"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,987,"<TextBlock Style=""{StaticResource SectionHeaderTextStyle}"" Text=""左右侧参数"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,992,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""左侧步幅"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,999,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""右侧步幅"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1006,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""左右步幅差"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1013,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""步幅差百分比"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1020,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""左侧站立相占比"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1027,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""右侧站立相占比"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1034,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""左侧摆动相占比"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1041,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""右侧摆动相占比"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1059,"<TextBlock Style=""{StaticResource SectionHeaderTextStyle}"" Text=""步态周期明细"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1073,"<TextBlock Grid.Column=""0"" Style=""{StaticResource InfoLabelTextStyle}"" Text=""周期编号"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1074,"<TextBlock Grid.Column=""1"" Style=""{StaticResource InfoLabelTextStyle}"" Text=""侧别"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1075,"<TextBlock Grid.Column=""2"" Style=""{StaticResource InfoLabelTextStyle}"" Text=""起始帧"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1076,"<TextBlock Grid.Column=""3"" Style=""{StaticResource InfoLabelTextStyle}"" Text=""结束帧"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1077,"<TextBlock Grid.Column=""4"" Style=""{StaticResource InfoLabelTextStyle}"" Text=""起始时间"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1078,"<TextBlock Grid.Column=""5"" Style=""{StaticResource InfoLabelTextStyle}"" Text=""结束时间"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1079,"<TextBlock Grid.Column=""6"" Style=""{StaticResource InfoLabelTextStyle}"" Text=""周期时长"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1117,"<TextBlock Style=""{StaticResource SectionHeaderTextStyle}"" Text=""曲线图预留区域"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1201,"<TabItem Header=""视频预览页"">"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1226,"<TextBlock Style=""{StaticResource SectionHeaderTextStyle}"" Text=""视频预览区域"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1265,"Text=""暂无可播放的分析标注视频"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1351,"<TextBlock Margin=""0,0,18,0"" VerticalAlignment=""Center"" FontFamily=""{StaticResource AppFont}"" FontSize=""13"" Foreground=""#666666"" Text=""左膝"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1353,"<TextBlock VerticalAlignment=""Center"" FontFamily=""{StaticResource AppFont}"" FontSize=""13"" Foreground=""#666666"" Text=""右膝"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1362,"<TextBlock Margin=""0,0,18,0"" VerticalAlignment=""Center"" FontFamily=""{StaticResource AppFont}"" FontSize=""13"" Foreground=""#666666"" Text=""左髋"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1364,"<TextBlock VerticalAlignment=""Center"" FontFamily=""{StaticResource AppFont}"" FontSize=""13"" Foreground=""#666666"" Text=""右髋"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1373,"<TextBlock Margin=""0,0,18,0"" VerticalAlignment=""Center"" FontFamily=""{StaticResource AppFont}"" FontSize=""13"" Foreground=""#666666"" Text=""左踝"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1375,"<TextBlock VerticalAlignment=""Center"" FontFamily=""{StaticResource AppFont}"" FontSize=""13"" Foreground=""#666666"" Text=""右踝"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1384,"<TextBlock Margin=""0,0,18,0"" VerticalAlignment=""Center"" FontFamily=""{StaticResource AppFont}"" FontSize=""13"" Foreground=""#666666"" Text=""骨盆"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,1393,"<TextBlock VerticalAlignment=""Center"" FontFamily=""{StaticResource AppFont}"" FontSize=""13"" Foreground=""#666666"" Text=""躯干"" />"
must,Views\Dialogs\OperationProgressDialog.xaml,167,"Text=""操作执行期间请稍候，取消后已写入的临时文件会保留在本地目录中。"""
must,Views\Dialogs\OperationProgressDialog.xaml,177,"Content=""取消"""
must,Views\Dialogs\PasswordResetDialog.xaml,141,"<Run Text=""登录密码"" />"
must,Views\Dialogs\PasswordResetDialog.xaml,153,"<Run Text=""确认密码"" />"
must,Views\Dialogs\PasswordResetDialog.xaml,169,"Text=""密码由纯数字组成，&#x0a;登录密码需与确认密码一致。"" />"
must,Views\Dialogs\PasswordResetDialog.xaml,187,"Content=""确认"""
must,Views\Dialogs\PatientEditDialog.xaml,351,"<Run Text=""姓名 "" />"
must,Views\Dialogs\PatientEditDialog.xaml,361,"Text=""性别"" />"
must,Views\Dialogs\PatientEditDialog.xaml,372,"Text=""出生日期"" />"
must,Views\Dialogs\PatientEditDialog.xaml,386,"Text=""请选择日期"" />"
must,Views\Dialogs\PatientEditDialog.xaml,430,"Text=""手机号"" />"
must,Views\Dialogs\PatientEditDialog.xaml,442,"<Run Text=""身高"" />"
must,Views\Dialogs\PatientEditDialog.xaml,465,"Text=""体重"" />"
must,Views\Dialogs\PatientEditDialog.xaml,497,"Text=""身份证号"" />"
must,Views\Dialogs\PatientEditDialog.xaml,510,"Text=""就诊号"" />"
must,Views\Dialogs\PatientEditDialog.xaml,526,"Text=""地址"" />"
must,Views\Dialogs\PatientEditDialog.xaml,542,"Text=""病史"" />"
must,Views\Dialogs\PatientEditDialog.xaml,558,"Text=""备注"" />"
must,Views\Dialogs\PatientEditDialog.xaml,584,"Content=""取消"""
must,Views\Dialogs\PatientEditDialog.xaml,588,"Content=""保存"""
must,Views\Dialogs\ReportPreviewDialog.xaml,271,"Text=""报告预览"" />"
must,Views\Dialogs\ReportPreviewDialog.xaml,284,"Text=""关闭"" />"
must,Views\Dialogs\ReportPreviewDialog.xaml,324,"Text=""报告标题"" />"
must,Views\Dialogs\ReportPreviewDialog.xaml,330,"Text=""{Binding ReportTitle, Mode=OneWay, TargetNullValue=步态分析报告}"" />"
must,Views\Dialogs\ReportPreviewDialog.xaml,335,"Text=""编号"" />"
must,Views\Dialogs\ReportPreviewDialog.xaml,346,"Text=""患者"" />"
must,Views\Dialogs\ReportPreviewDialog.xaml,358,"Text=""测量类型"" />"
must,Views\Dialogs\ReportPreviewDialog.xaml,371,"Text=""分析模式"" />"
must,Views\Dialogs\ReportPreviewDialog.xaml,384,"Text=""测量时间"" />"
must,Views\Dialogs\ReportPreviewDialog.xaml,416,"<TextBlock Style=""{StaticResource ReportSectionTitleTextStyle}"" Text=""报告配置"" />"
must,Views\Dialogs\ReportPreviewDialog.xaml,431,"Text=""报告内容选择"" />"
must,Views\Dialogs\ReportPreviewDialog.xaml,433,"Content=""步态时空参数"""
must,Views\Dialogs\ReportPreviewDialog.xaml,437,"Content=""运动学参数"""
must,Views\Dialogs\ReportPreviewDialog.xaml,441,"Content=""躯干和骨盆参数"""
must,Views\Dialogs\ReportPreviewDialog.xaml,446,"Content=""对称性分析"""
must,Views\Dialogs\ReportPreviewDialog.xaml,450,"Content=""左右侧参数"""
must,Views\Dialogs\ReportPreviewDialog.xaml,454,"Content=""曲线图"""
must,Views\Dialogs\ReportPreviewDialog.xaml,461,"Text=""勾选变化后，右侧报告预览会自动更新。打印会使用当前选择的报告内容。"" />"
must,Views\Dialogs\ReportPreviewDialog.xaml,471,"Text=""导出格式"" />"
must,Views\Dialogs\ReportPreviewDialog.xaml,493,"Content=""导出报告"""
must,Views\Dialogs\ReportPreviewDialog.xaml,505,"Text=""打印操作"" />"
must,Views\Dialogs\ReportPreviewDialog.xaml,511,"Content=""打印"""
must,Views\Dialogs\ReportPreviewDialog.xaml,540,"<TextBlock Style=""{StaticResource ReportSectionTitleTextStyle}"" Text=""报告文档预览"" />"
must,Views\Dialogs\ReportPreviewDialog.xaml,562,"Content=""上一页"""
must,Views\Dialogs\ReportPreviewDialog.xaml,567,"Content=""下一页"""
must,Views\Dialogs\ReportPreviewDialog.xaml,584,"Content=""缩小"""
must,Views\Dialogs\ReportPreviewDialog.xaml,593,"Content=""放大"""
must,Views\Dialogs\ReportPreviewDialog.xaml,598,"Content=""适合宽度"""
must,Views\Dialogs\UserEditDialog.xaml,345,"<Run Text=""登录账号"" />"
must,Views\Dialogs\UserEditDialog.xaml,357,"<Run Text=""角色"" />"
must,Views\Dialogs\UserEditDialog.xaml,369,"<Run Text=""用户姓名"" />"
must,Views\Dialogs\UserEditDialog.xaml,378,"<TextBlock Grid.Row=""1"" Grid.Column=""3"" Style=""{StaticResource DialogFormLabelStyle}"" Text=""科室"" />"
must,Views\Dialogs\UserEditDialog.xaml,387,"<TextBlock Grid.Row=""2"" Grid.Column=""0"" Style=""{StaticResource DialogFormLabelStyle}"" Text=""电话"" />"
must,Views\Dialogs\UserEditDialog.xaml,414,"Text=""启用账号"" />"
must,Views\Dialogs\UserEditDialog.xaml,423,"<Run Text=""登录密码"" />"
must,Views\Dialogs\UserEditDialog.xaml,440,"<Run Text=""确认密码"" />"
must,Views\Dialogs\UserEditDialog.xaml,459,"Text=""密码由纯数字组成，登录密码需与确认密码一致。"""
must,Views\Dialogs\UserEditDialog.xaml,484,"Content=""取消"""
must,Views\Dialogs\UserEditDialog.xaml,488,"Content=""确认"""
ignore-comment,Views\Measurement\MeasurementView.xaml,49,<!--  封面  -->
must,Views\Measurement\MeasurementView.xaml,89,"Text=""步态智能分析系统测量评估注意事项"""
must,Views\Measurement\MeasurementView.xaml,102,"Text=""1、在视频采集过程中，请被采集人匀速并自然的走路，不要脱离地垫范围;"""
must,Views\Measurement\MeasurementView.xaml,114,"Text=""2、请被采集人不要穿太过宽松的衣服，否则会影响识别精度;"""
must,Views\Measurement\MeasurementView.xaml,126,"Text=""3、请保持现场光源明亮，注意不要太暗;"""
must,Views\Measurement\MeasurementView.xaml,138,"Text=""4、视频采集相机注意不要被障碍物遮挡;"""
must,Views\Measurement\MeasurementView.xaml,150,"Text=""5、步态视频采集过程中，请不要挪动相机位置，否则影响测量结果。"""
must,Views\Measurement\MeasurementView.xaml,200,"Text=""创建测量"" />"
ignore-comment,Views\Measurement\MeasurementView.xaml,206,<!--  三步骤流程  -->
must,Views\Measurement\MeasurementView.xaml,234,"Text=""&gt;&gt;&gt; 1  新建测量  &gt;&gt;&gt;"">"
must,Views\Measurement\MeasurementView.xaml,291,"Text=""&gt;&gt;&gt; 2  回放检查  &gt;&gt;&gt;"">"
must,Views\Measurement\MeasurementView.xaml,348,"Text=""&gt;&gt;&gt; 3  分析结果  &gt;&gt;&gt;"">"
must,Views\Measurement\Step1CreateMeasurementView.xaml,328,"<TextBlock Style=""{StaticResource SectionTitleStyle}"" Text=""测量信息"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,343,"<TextBlock Style=""{StaticResource FieldLabelStyle}"" Text=""测量名称"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,351,"<TextBlock Style=""{StaticResource FieldLabelStyle}"" Text=""测量类型"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,357,"<ComboBoxItem Content=""自然步行"" Tag=""{x:Static common:MeasurementType.NormalWalk}"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,358,"<ComboBoxItem Content=""快走"" Tag=""{x:Static common:MeasurementType.FastWalk}"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,359,"<ComboBoxItem Content=""慢走"" Tag=""{x:Static common:MeasurementType.SlowWalk}"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,360,"<ComboBoxItem Content=""其他"" Tag=""{x:Static common:MeasurementType.Other}"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,365,"<TextBlock Style=""{StaticResource FieldLabelStyle}"" Text=""分析模式"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,371,"<ComboBoxItem Content=""单视频模式"" Tag=""{x:Static vm:AnalysisVideoMode.Single}"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,372,"<ComboBoxItem Content=""双视频模式"" Tag=""{x:Static vm:AnalysisVideoMode.Dual}"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,377,"<TextBlock Style=""{StaticResource FieldLabelStyle}"" Text=""备注"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,405,"<TextBlock Style=""{StaticResource SectionTitleStyle}"" Text=""视频来源"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,412,"Text=""实时采集请点击右侧按钮；已有本地视频请在下方选择文件导入。"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,427,"<TextBlock Style=""{StaticResource ActionButtonTextStyle}"" Text=""打开视频采集"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,476,"Text=""未选择"""
must,Views\Measurement\Step1CreateMeasurementView.xaml,512,"Text=""侧面视频"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,541,"Text=""{Binding SideVideoInfo.Resolution, StringFormat=分辨率：{0}}"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,545,"Text=""{Binding SideVideoInfo.FrameRateDisplay, StringFormat=帧率：{0}}"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,549,"Text=""{Binding SideVideoInfo.DurationDisplay, StringFormat=时长：{0}}"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,553,"Text=""{Binding SideVideoInfo.FileSizeDisplay, StringFormat=大小：{0}}"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,559,"<TextBlock Style=""{StaticResource ActionButtonTextStyle}"" Text=""选择文件"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,565,"<TextBlock Style=""{StaticResource ActionButtonTextStyle}"" Text=""清除"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,621,"Text=""未选择"""
must,Views\Measurement\Step1CreateMeasurementView.xaml,657,"Text=""正面视频"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,686,"Text=""{Binding FrontVideoInfo.Resolution, StringFormat=分辨率：{0}}"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,690,"Text=""{Binding FrontVideoInfo.FrameRateDisplay, StringFormat=帧率：{0}}"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,694,"Text=""{Binding FrontVideoInfo.DurationDisplay, StringFormat=时长：{0}}"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,698,"Text=""{Binding FrontVideoInfo.FileSizeDisplay, StringFormat=大小：{0}}"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,704,"<TextBlock Style=""{StaticResource ActionButtonTextStyle}"" Text=""选择文件"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,710,"<TextBlock Style=""{StaticResource ActionButtonTextStyle}"" Text=""清除"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,740,"<TextBlock Style=""{StaticResource ActionButtonTextStyle}"" Text=""返回封面"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,748,"<TextBlock Style=""{StaticResource ActionButtonTextStyle}"" Text=""重置"" />"
must,Views\Measurement\Step1CreateMeasurementView.xaml,755,"<TextBlock Style=""{StaticResource ActionButtonTextStyle}"" Text=""进入回放检查"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,218,"Text=""正在分析"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,245,"Text=""当前阶段"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,264,"Text=""分析状态"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,283,"Text=""已用时间"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,297,"Content=""停止分析"""
must,Views\Measurement\Step4AnalyzeView.xaml,321,"<TextBlock Style=""{StaticResource SectionTitleTextStyle}"" Text=""分析结果"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,335,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""结果状态"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,356,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""分析时长"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,363,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""分析模式"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,370,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""任务编号"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,384,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""有效帧比例"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,419,"Text=""本次分析信息"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,424,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""身高"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,433,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""体重"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,442,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""膝关节 ROM"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,451,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""髋关节 ROM"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,466,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""结果完整性"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,472,"Text=""当前仅显示软件可计算的结果完整性信息。"""
must,Views\Measurement\Step4AnalyzeView.xaml,479,"<Run Text=""有效帧比例 "" />"
must,Views\Measurement\Step4AnalyzeView.xaml,508,"Text=""关键步态参数"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,513,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""步速"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,519,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""步长"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,525,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""步幅"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,531,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""步频"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,537,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""步态周期"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,543,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""站立相"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,549,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""摆动相"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,555,"<TextBlock Style=""{StaticResource MetricLabelStyle}"" Text=""双支撑"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,603,"Text=""{Binding ErrorDescription, FallbackValue=分析失败, TargetNullValue=分析失败}"" />"
must,Views\Measurement\Step4AnalyzeView.xaml,609,"Text=""{Binding ErrorSuggestion, FallbackValue=请检查视频和配置后重新分析, TargetNullValue=请检查视频和配置后重新分析}"""
must,Views\Measurement\Step4AnalyzeView.xaml,629,"Content=""返回封面"""
must,Views\Measurement\Step4AnalyzeView.xaml,639,"Content=""重新分析"""
must,Views\Measurement\Step4AnalyzeView.xaml,645,"Content=""查看分析详情"""
must,Views\Measurement\Step4AnalyzeView.xaml,649,"Content=""生成报告"""
ignore-comment,Views\Measurement\TaskDrawerView.xaml,23,<!--  左侧：当前任务  -->
ignore-comment,Views\Measurement\TaskDrawerView.xaml,33,<!--  有任务时显示  -->
ignore-comment,Views\Measurement\TaskDrawerView.xaml,68,<!--  无任务时显示  -->
ignore-comment,Views\Measurement\TaskDrawerView.xaml,75,<!--  右侧：日志  -->
ignore-comment,Views\Measurement\TaskDrawerView.xaml,113,<!--  关闭按钮  -->
must,Views\Settings\DataManagementSettingsView.xaml,127,"Text=""关"" />"
maybe,Views\Settings\DataManagementSettingsView.xaml,134,"<Setter TargetName=""SwitchText"" Property=""Text"" Value=""开"" />"
must,Views\Settings\DataManagementSettingsView.xaml,408,"<TextBlock Style=""{StaticResource SectionTitleTextStyle}"" Text=""自动备份"" />"
maybe,Views\Settings\DataManagementSettingsView.xaml,426,"<Setter Property=""Text"" Value=""已关闭自动备份"" />"
maybe,Views\Settings\DataManagementSettingsView.xaml,429,"<Setter Property=""Text"" Value=""已开启自动备份"" />"
must,Views\Settings\DataManagementSettingsView.xaml,453,"Text=""立即备份"" />"
must,Views\Settings\DataManagementSettingsView.xaml,469,"Text=""备份时间"" />"
must,Views\Settings\DataManagementSettingsView.xaml,484,"Text=""保留数量"" />"
must,Views\Settings\DataManagementSettingsView.xaml,499,"Text=""保存设置"" />"
must,Views\Settings\DataManagementSettingsView.xaml,529,"<TextBlock Style=""{StaticResource SectionTitleTextStyle}"" Text=""视频文件管理"" />"
must,Views\Settings\DataManagementSettingsView.xaml,538,"<TextBlock Style=""{StaticResource CardFieldLabelStyle}"" Text=""录制视频目录占用"" />"
must,Views\Settings\DataManagementSettingsView.xaml,557,"Text=""打开目录"" />"
must,Views\Settings\DataManagementSettingsView.xaml,569,"<TextBlock Style=""{StaticResource CardFieldLabelStyle}"" Text=""分析结果目录占用"" />"
must,Views\Settings\DataManagementSettingsView.xaml,588,"Text=""打开目录"" />"
must,Views\Settings\DataManagementSettingsView.xaml,622,"<TextBlock Style=""{StaticResource SectionTitleTextStyle}"" Text=""备份历史"" />"
must,Views\Settings\DataManagementSettingsView.xaml,641,"Text=""刷新"" />"
must,Views\Settings\DataManagementSettingsView.xaml,662,"Text=""编号"" />"
must,Views\Settings\DataManagementSettingsView.xaml,666,"Text=""文件名称"" />"
must,Views\Settings\DataManagementSettingsView.xaml,670,"Text=""大小"" />"
must,Views\Settings\DataManagementSettingsView.xaml,674,"Text=""备份时间"" />"
must,Views\Settings\DataManagementSettingsView.xaml,678,"Text=""删除"" />"
must,Views\Settings\DataManagementSettingsView.xaml,732,"Text=""恢复"" />"
must,Views\Settings\DataManagementSettingsView.xaml,771,"Text=""暂无备份记录"""
must,Views\Settings\DepartmentManagementView.xaml,183,"Text=""添加"" />"
must,Views\Settings\DepartmentManagementView.xaml,209,"Text=""刷新"" />"
must,Views\Settings\DepartmentManagementView.xaml,240,"Text=""编号"" />"
must,Views\Settings\DepartmentManagementView.xaml,244,"Text=""科室名称"" />"
must,Views\Settings\DepartmentManagementView.xaml,248,"Text=""科室代码"" />"
must,Views\Settings\DepartmentManagementView.xaml,252,"Text=""描述"" />"
must,Views\Settings\DepartmentManagementView.xaml,256,"Text=""创建时间"" />"
must,Views\Settings\DepartmentManagementView.xaml,260,"Text=""编辑"" />"
must,Views\Settings\DepartmentManagementView.xaml,264,"Text=""删除"" />"
must,Views\Settings\DeviceConfigView.xaml,148,"<TextBlock Style=""{StaticResource SettingsSectionTitleTextStyle}"" Text=""设备ID设置"" />"
must,Views\Settings\DeviceConfigView.xaml,161,"<TextBlock Style=""{StaticResource SettingsLabelTextStyle}"" Text=""侧面相机ID"" />"
must,Views\Settings\DeviceConfigView.xaml,170,"Text=""正面相机ID"" />"
must,Views\Settings\DeviceConfigView.xaml,179,"Content=""保存"""
must,Views\Settings\DeviceConfigView.xaml,200,"<TextBlock Style=""{StaticResource SettingsSectionTitleTextStyle}"" Text=""设备参数设置"" />"
must,Views\Settings\DeviceConfigView.xaml,214,"<TextBlock Style=""{StaticResource SettingsLabelTextStyle}"" Text=""配置软件"" />"
must,Views\Settings\DeviceConfigView.xaml,223,"Content=""选择"""
must,Views\Settings\DeviceConfigView.xaml,228,"Content=""打开"""
must,Views\Settings\GeneralSettingsView.xaml,302,"<TextBlock Style=""{StaticResource SettingsSectionTitleTextStyle}"" Text=""语言设置"" />"
must,Views\Settings\GeneralSettingsView.xaml,336,"<TextBlock Style=""{StaticResource SettingsSectionTitleTextStyle}"" Text=""主题设置"" />"
must,Views\Settings\GeneralSettingsView.xaml,365,"Text=""主题色"" />"
must,Views\Settings\GeneralSettingsView.xaml,413,"<TextBlock Style=""{StaticResource SettingsSectionTitleTextStyle}"" Text=""设置导入/导出"" />"
must,Views\Settings\GeneralSettingsView.xaml,436,"Text=""导出设置"" />"
must,Views\Settings\GeneralSettingsView.xaml,455,"Text=""导入设置"" />"
must,Views\Settings\SystemInfoView.xaml,197,"Content=""检查更新"""
must,Views\Settings\SystemInfoView.xaml,329,"Text=""打开文件"" />"
must,Views\Settings\SystemInfoView.xaml,374,"Text=""刷新"" />"
must,Views\Settings\SystemInfoView.xaml,396,"Text=""导出"" />"
must,Views\Settings\SystemInfoView.xaml,427,"Text=""近30天日志："" />"
must,Views\Settings\SystemInfoView.xaml,439,"Text=""信息："" />"
must,Views\Settings\SystemInfoView.xaml,451,"Text=""警告："" />"
must,Views\Settings\SystemInfoView.xaml,463,"Text=""错误："" />"
must,Views\Settings\SystemInfoView.xaml,475,"Text=""日志文件："" />"
must,Views\Settings\SystemInfoView.xaml,487,"Text=""总大小："" />"
must,Views\Settings\SystemInfoView.xaml,535,"Text=""清理"" />"
